Datum-1;Schluss-1;Eröffnung-1;Tageshoch-1;Tagestief-1;Datum;Schluss;Eröffnung;Tageshoch;Tagestief;Rechnung;Ergebnis
08.12.2016;11.179,42;11.035,76;11.193,10;10.990,60;09.12.2016;11.203,63;11.170,18;11.231,69;11.145,98;13,42;0
07.12.2016;10.986,69;10.885,05;10.988,79;10.873,81;08.12.2016;11.179,42;11.035,76;11.193,10;10.990,60;-24,21;1
06.12.2016;10.775,32;10.685,00;10.786,26;10.668,67;07.12.2016;10.986,69;10.885,05;10.988,79;10.873,81;-192,73;1
05.12.2016;10.684,83;10.494,64;10.730,74;10.493,62;06.12.2016;10.775,32;10.685,00;10.786,26;10.668,67;-211,37;1
02.12.2016;10.513,35;10.436,48;10.545,37;10.402,59;05.12.2016;10.684,83;10.494,64;10.730,74;10.493,62;-90,49;1
01.12.2016;10.534,05;10.593,06;10.627,10;10.502,54;02.12.2016;10.513,35;10.436,48;10.545,37;10.402,59;-171,48;1
30.11.2016;10.640,30;10.615,79;10.691,67;10.606,04;01.12.2016;10.534,05;10.593,06;10.627,10;10.502,54;20,70;0
29.11.2016;10.620,49;10.562,15;10.624,76;10.539,23;30.11.2016;10.640,30;10.615,79;10.691,67;10.606,04;106,25;0
28.11.2016;10.582,67;10.655,92;10.658,36;10.554,94;29.11.2016;10.620,49;10.562,15;10.624,76;10.539,23;-19,81;1
25.11.2016;10.699,27;10.700,17;10.710,16;10.649,37;28.11.2016;10.582,67;10.655,92;10.658,36;10.554,94;-37,82;1
24.11.2016;10.689,26;10.689,16;10.715,65;10.653,62;25.11.2016;10.699,27;10.700,17;10.710,16;10.649,37;116,60;0
23.11.2016;10.662,44;10.718,89;10.742,66;10.602,21;24.11.2016;10.689,26;10.689,16;10.715,65;10.653,62;-10,01;1
22.11.2016;10.713,85;10.745,67;10.767,73;10.707,87;23.11.2016;10.662,44;10.718,89;10.742,66;10.602,21;-26,82;1
21.11.2016;10.685,13;10.697,95;10.727,09;10.595,14;22.11.2016;10.713,85;10.745,67;10.767,73;10.707,87;51,41;0
18.11.2016;10.664,56;10.735,05;10.737,98;10.649,12;21.11.2016;10.685,13;10.697,95;10.727,09;10.595,14;-28,72;1
17.11.2016;10.685,54;10.640,36;10.686,88;10.604,32;18.11.2016;10.664,56;10.735,05;10.737,98;10.649,12;-20,57;1
16.11.2016;10.663,87;10.726,34;10.735,47;10.610,27;17.11.2016;10.685,54;10.640,36;10.686,88;10.604,32;20,98;0
15.11.2016;10.735,14;10.720,93;10.748,31;10.666,17;16.11.2016;10.663,87;10.726,34;10.735,47;10.610,27;-21,67;1
14.11.2016;10.693,69;10.750,62;10.802,39;10.677,09;15.11.2016;10.735,14;10.720,93;10.748,31;10.666,17;71,27;0
11.11.2016;10.667,95;10.702,88;10.714,47;10.584,31;14.11.2016;10.693,69;10.750,62;10.802,39;10.677,09;-41,45;1
10.11.2016;10.630,12;10.710,04;10.793,97;10.575,96;11.11.2016;10.667,95;10.702,88;10.714,47;10.584,31;-25,74;1
09.11.2016;10.646,01;10.181,89;10.646,55;10.174,92;10.11.2016;10.630,12;10.710,04;10.793,97;10.575,96;-37,83;1
08.11.2016;10.482,32;10.449,52;10.486,04;10.414,83;09.11.2016;10.646,01;10.181,89;10.646,55;10.174,92;15,89;0
07.11.2016;10.456,95;10.410,56;10.456,95;10.381,14;08.11.2016;10.482,32;10.449,52;10.486,04;10.414,83;-163,69;1
04.11.2016;10.259,13;10.281,87;10.286,39;10.212,53;07.11.2016;10.456,95;10.410,56;10.456,95;10.381,14;-25,37;1
03.11.2016;10.325,88;10.341,86;10.406,72;10.325,88;04.11.2016;10.259,13;10.281,87;10.286,39;10.212,53;-197,82;1
02.11.2016;10.370,93;10.443,52;10.460,93;10.368,20;03.11.2016;10.325,88;10.341,86;10.406,72;10.325,88;66,75;0
01.11.2016;10.526,16;10.724,14;10.730,48;10.506,39;02.11.2016;10.370,93;10.443,52;10.460,93;10.368,20;45,05;0
31.10.2016;10.665,01;10.658,67;10.687,74;10.634,34;01.11.2016;10.526,16;10.724,14;10.730,48;10.506,39;155,23;0
28.10.2016;10.696,19;10.634,99;10.716,16;10.583,57;31.10.2016;10.665,01;10.658,67;10.687,74;10.634,34;138,85;0
27.10.2016;10.717,08;10.691,86;10.772,67;10.656,18;28.10.2016;10.696,19;10.634,99;10.716,16;10.583,57;31,18;0
26.10.2016;10.709,68;10.726,22;10.737,79;10.632,29;27.10.2016;10.717,08;10.691,86;10.772,67;10.656,18;20,89;0
25.10.2016;10.757,31;10.786,25;10.827,72;10.738,36;26.10.2016;10.709,68;10.726,22;10.737,79;10.632,29;-7,40;1
24.10.2016;10.761,17;10.743,87;10.820,08;10.743,87;25.10.2016;10.757,31;10.786,25;10.827,72;10.738,36;47,63;0
21.10.2016;10.710,73;10.710,51;10.737,26;10.672,35;24.10.2016;10.761,17;10.743,87;10.820,08;10.743,87;3,86;0
20.10.2016;10.701,39;10.665,75;10.748,41;10.592,89;21.10.2016;10.710,73;10.710,51;10.737,26;10.672,35;-50,44;1
19.10.2016;10.645,68;10.626,99;10.672,22;10.587,71;20.10.2016;10.701,39;10.665,75;10.748,41;10.592,89;-9,34;1
18.10.2016;10.631,55;10.560,14;10.657,34;10.543,69;19.10.2016;10.645,68;10.626,99;10.672,22;10.587,71;-55,71;1
17.10.2016;10.503,57;10.544,69;10.583,70;10.491,28;18.10.2016;10.631,55;10.560,14;10.657,34;10.543,69;-14,13;1
14.10.2016;10.580,38;10.450,06;10.615,30;10.449,47;17.10.2016;10.503,57;10.544,69;10.583,70;10.491,28;-127,98;1
13.10.2016;10.414,07;10.425,79;10.430,83;10.349,06;14.10.2016;10.580,38;10.450,06;10.615,30;10.449,47;76,81;0
12.10.2016;10.523,07;10.572,72;10.604,00;10.503,20;13.10.2016;10.414,07;10.425,79;10.430,83;10.349,06;-166,31;1
11.10.2016;10.577,16;10.600,94;10.692,36;10.568,72;12.10.2016;10.523,07;10.572,72;10.604,00;10.503,20;109,00;0
10.10.2016;10.624,08;10.496,01;10.639,41;10.454,98;11.10.2016;10.577,16;10.600,94;10.692,36;10.568,72;54,09;0
07.10.2016;10.490,86;10.549,69;10.579,09;10.465,35;10.10.2016;10.624,08;10.496,01;10.639,41;10.454,98;46,92;0
06.10.2016;10.568,80;10.641,13;10.641,13;10.537,68;07.10.2016;10.490,86;10.549,69;10.579,09;10.465,35;-133,22;1
05.10.2016;10.585,78;10.535,62;10.622,44;10.486,63;06.10.2016;10.568,80;10.641,13;10.641,13;10.537,68;77,94;0
04.10.2016;10.619,61;10.492,97;10.646,72;10.492,25;05.10.2016;10.585,78;10.535,62;10.622,44;10.486,63;16,98;0
30.09.2016;10.511,02;10.240,69;10.531,26;10.189,94;04.10.2016;10.619,61;10.492,97;10.646,72;10.492,25;33,83;0
29.09.2016;10.405,54;10.545,60;10.575,34;10.370,23;30.09.2016;10.511,02;10.240,69;10.531,26;10.189,94;-108,59;1
28.09.2016;10.438,34;10.425,89;10.518,36;10.417,15;29.09.2016;10.405,54;10.545,60;10.575,34;10.370,23;-105,48;1
27.09.2016;10.361,48;10.451,40;10.455,88;10.265,69;28.09.2016;10.438,34;10.425,89;10.518,36;10.417,15;32,80;0
26.09.2016;10.393,71;10.555,19;10.560,83;10.385,63;27.09.2016;10.361,48;10.451,40;10.455,88;10.265,69;-76,86;1
23.09.2016;10.626,97;10.662,49;10.675,62;10.610,95;26.09.2016;10.393,71;10.555,19;10.560,83;10.385,63;32,23;0
22.09.2016;10.674,18;10.518,53;10.705,40;10.517,80;23.09.2016;10.626,97;10.662,49;10.675,62;10.610,95;233,26;0
21.09.2016;10.436,49;10.496,43;10.535,25;10.427,22;22.09.2016;10.674,18;10.518,53;10.705,40;10.517,80;47,21;0
20.09.2016;10.393,86;10.374,68;10.465,95;10.371,62;21.09.2016;10.436,49;10.496,43;10.535,25;10.427,22;-237,69;1
19.09.2016;10.373,87;10.349,87;10.381,93;10.326,75;20.09.2016;10.393,86;10.374,68;10.465,95;10.371,62;-42,63;1
16.09.2016;10.276,17;10.403,67;10.427,20;10.262,19;19.09.2016;10.373,87;10.349,87;10.381,93;10.326,75;-19,99;1
15.09.2016;10.431,20;10.360,84;10.446,40;10.337,23;16.09.2016;10.276,17;10.403,67;10.427,20;10.262,19;-97,70;1
14.09.2016;10.378,40;10.410,30;10.450,41;10.369,72;15.09.2016;10.431,20;10.360,84;10.446,40;10.337,23;155,03;0
13.09.2016;10.386,60;10.483,07;10.507,04;10.382,85;14.09.2016;10.378,40;10.410,30;10.450,41;10.369,72;-52,80;1
12.09.2016;10.431,77;10.380,46;10.431,90;10.299,38;13.09.2016;10.386,60;10.483,07;10.507,04;10.382,85;8,20;0
09.09.2016;10.573,44;10.641,81;10.671,66;10.539,31;12.09.2016;10.431,77;10.380,46;10.431,90;10.299,38;45,17;0
08.09.2016;10.675,29;10.749,82;10.780,42;10.570,06;09.09.2016;10.573,44;10.641,81;10.671,66;10.539,31;141,67;0
07.09.2016;10.752,98;10.706,86;10.775,93;10.659,73;08.09.2016;10.675,29;10.749,82;10.780,42;10.570,06;101,85;0
06.09.2016;10.687,14;10.704,89;10.742,49;10.657,43;07.09.2016;10.752,98;10.706,86;10.775,93;10.659,73;77,69;0
05.09.2016;10.672,22;10.712,17;10.740,39;10.671,55;06.09.2016;10.687,14;10.704,89;10.742,49;10.657,43;-65,84;1
02.09.2016;10.683,82;10.570,70;10.693,64;10.516,81;05.09.2016;10.672,22;10.712,17;10.740,39;10.671,55;-14,92;1
01.09.2016;10.534,31;10.622,33;10.676,32;10.492,29;02.09.2016;10.683,82;10.570,70;10.693,64;10.516,81;11,60;0
31.08.2016;10.592,69;10.627,18;10.666,81;10.591,44;01.09.2016;10.534,31;10.622,33;10.676,32;10.492,29;-149,51;1
30.08.2016;10.657,64;10.588,71;10.688,48;10.588,48;31.08.2016;10.592,69;10.627,18;10.666,81;10.591,44;58,38;0
29.08.2016;10.544,44;10.503,88;10.566,69;10.441,81;30.08.2016;10.657,64;10.588,71;10.688,48;10.588,48;64,95;0
26.08.2016;10.587,77;10.512,21;10.613,06;10.484,03;29.08.2016;10.544,44;10.503,88;10.566,69;10.441,81;-113,20;1
25.08.2016;10.529,59;10.576,56;10.576,56;10.470,73;26.08.2016;10.587,77;10.512,21;10.613,06;10.484,03;43,33;0
24.08.2016;10.622,97;10.531,14;10.653,17;10.515,16;25.08.2016;10.529,59;10.576,56;10.576,56;10.470,73;-58,18;1
23.08.2016;10.592,88;10.542,95;10.627,00;10.516,27;24.08.2016;10.622,97;10.531,14;10.653,17;10.515,16;93,38;0
22.08.2016;10.494,35;10.528,88;10.656,25;10.443,48;23.08.2016;10.592,88;10.542,95;10.627,00;10.516,27;-30,09;1
19.08.2016;10.544,36;10.613,23;10.618,11;10.490,96;22.08.2016;10.494,35;10.528,88;10.656,25;10.443,48;-98,53;1
18.08.2016;10.603,03;10.613,08;10.625,33;10.548,97;19.08.2016;10.544,36;10.613,23;10.618,11;10.490,96;50,01;0
17.08.2016;10.537,67;10.694,55;10.696,76;10.516,05;18.08.2016;10.603,03;10.613,08;10.625,33;10.548,97;58,67;0
16.08.2016;10.676,65;10.666,72;10.737,07;10.634,68;17.08.2016;10.537,67;10.694,55;10.696,76;10.516,05;-65,36;1
15.08.2016;10.739,21;10.719,14;10.802,32;10.712,13;16.08.2016;10.676,65;10.666,72;10.737,07;10.634,68;138,98;0
12.08.2016;10.713,43;10.718,33;10.735,11;10.685,52;15.08.2016;10.739,21;10.719,14;10.802,32;10.712,13;62,56;0
11.08.2016;10.742,84;10.687,57;10.742,84;10.635,42;12.08.2016;10.713,43;10.718,33;10.735,11;10.685,52;-25,78;1
10.08.2016;10.650,89;10.676,90;10.708,25;10.635,11;11.08.2016;10.742,84;10.687,57;10.742,84;10.635,42;29,41;0
09.08.2016;10.692,90;10.438,60;10.701,33;10.433,79;10.08.2016;10.650,89;10.676,90;10.708,25;10.635,11;-91,95;1
08.08.2016;10.432,36;10.407,50;10.478,75;10.403,47;09.08.2016;10.692,90;10.438,60;10.701,33;10.433,79;42,01;0
05.08.2016;10.367,21;10.242,88;10.374,33;10.216,64;08.08.2016;10.432,36;10.407,50;10.478,75;10.403,47;-260,54;1
04.08.2016;10.227,86;10.237,08;10.282,17;10.182,40;05.08.2016;10.367,21;10.242,88;10.374,33;10.216,64;-65,15;1
03.08.2016;10.170,21;10.150,13;10.189,15;10.092,53;04.08.2016;10.227,86;10.237,08;10.282,17;10.182,40;-139,35;1
02.08.2016;10.144,34;10.328,87;10.330,64;10.128,98;03.08.2016;10.170,21;10.150,13;10.189,15;10.092,53;-57,65;1
01.08.2016;10.330,52;10.426,36;10.459,34;10.277,37;02.08.2016;10.144,34;10.328,87;10.330,64;10.128,98;-25,87;1
29.07.2016;10.337,50;10.320,82;10.355,31;10.287,32;01.08.2016;10.330,52;10.426,36;10.459,34;10.277,37;186,18;0
28.07.2016;10.274,93;10.309,92;10.381,90;10.264,39;29.07.2016;10.337,50;10.320,82;10.355,31;10.287,32;6,98;0
27.07.2016;10.319,55;10.314,43;10.352,32;10.298,40;28.07.2016;10.274,93;10.309,92;10.381,90;10.264,39;-62,57;1
26.07.2016;10.247,76;10.199,66;10.275,41;10.150,00;27.07.2016;10.319,55;10.314,43;10.352,32;10.298,40;44,62;0
25.07.2016;10.198,24;10.155,20;10.264,06;10.125,22;26.07.2016;10.247,76;10.199,66;10.275,41;10.150,00;-71,79;1
22.07.2016;10.147,46;10.130,51;10.181,24;10.073,28;25.07.2016;10.198,24;10.155,20;10.264,06;10.125,22;-49,52;1
21.07.2016;10.156,21;10.195,40;10.195,65;10.090,12;22.07.2016;10.147,46;10.130,51;10.181,24;10.073,28;-50,78;1
20.07.2016;10.142,01;10.054,54;10.146,71;9.991,65;21.07.2016;10.156,21;10.195,40;10.195,65;10.090,12;8,75;0
19.07.2016;9.981,24;10.038,95;10.050,77;9.923,64;20.07.2016;10.142,01;10.054,54;10.146,71;9.991,65;-14,20;1
18.07.2016;10.063,13;10.079,03;10.160,30;10.011,84;19.07.2016;9.981,24;10.038,95;10.050,77;9.923,64;-160,77;1
15.07.2016;10.066,90;10.031,18;10.098,75;9.987,05;18.07.2016;10.063,13;10.079,03;10.160,30;10.011,84;81,89;0
14.07.2016;10.068,30;10.058,49;10.109,86;9.984,55;15.07.2016;10.066,90;10.031,18;10.098,75;9.987,05;3,77;0
13.07.2016;9.930,71;9.941,99;10.001,87;9.919,41;14.07.2016;10.068,30;10.058,49;10.109,86;9.984,55;1,40;0
12.07.2016;9.964,07;9.850,40;10.013,49;9.841,11;13.07.2016;9.930,71;9.941,99;10.001,87;9.919,41;-137,59;1
11.07.2016;9.833,41;9.744,80;9.841,86;9.690,18;12.07.2016;9.964,07;9.850,40;10.013,49;9.841,11;33,36;0
08.07.2016;9.629,66;9.392,20;9.655,92;9.389,05;11.07.2016;9.833,41;9.744,80;9.841,86;9.690,18;-130,66;1
07.07.2016;9.418,78;9.437,47;9.507,91;9.399,69;08.07.2016;9.629,66;9.392,20;9.655,92;9.389,05;-203,75;1
06.07.2016;9.373,26;9.449,57;9.530,59;9.304,01;07.07.2016;9.418,78;9.437,47;9.507,91;9.399,69;-210,88;1
05.07.2016;9.532,61;9.656,05;9.659,41;9.506,84;06.07.2016;9.373,26;9.449,57;9.530,59;9.304,01;-45,52;1
04.07.2016;9.709,09;9.797,66;9.808,99;9.701,15;05.07.2016;9.532,61;9.656,05;9.659,41;9.506,84;159,35;0
01.07.2016;9.776,12;9.742,84;9.806,47;9.657,63;04.07.2016;9.709,09;9.797,66;9.808,99;9.701,15;176,48;0
30.06.2016;9.680,09;9.566,07;9.695,59;9.513,52;01.07.2016;9.776,12;9.742,84;9.806,47;9.657,63;67,03;0
29.06.2016;9.612,27;9.557,69;9.640,39;9.506,29;30.06.2016;9.680,09;9.566,07;9.695,59;9.513,52;-96,03;1
28.06.2016;9.447,28;9.458,38;9.554,41;9.419,38;29.06.2016;9.612,27;9.557,69;9.640,39;9.506,29;-67,82;1
27.06.2016;9.268,66;9.516,92;9.589,28;9.214,10;28.06.2016;9.447,28;9.458,38;9.554,41;9.419,38;-164,99;1
24.06.2016;9.557,16;9.237,62;9.720,12;9.226,15;27.06.2016;9.268,66;9.516,92;9.589,28;9.214,10;-178,62;1
23.06.2016;10.257,03;10.122,47;10.340,84;10.104,92;24.06.2016;9.557,16;9.237,62;9.720,12;9.226,15;288,50;0
22.06.2016;10.071,06;10.084,74;10.149,81;10.043,68;23.06.2016;10.257,03;10.122,47;10.340,84;10.104,92;699,87;0
21.06.2016;10.015,54;9.943,84;10.051,07;9.930,10;22.06.2016;10.071,06;10.084,74;10.149,81;10.043,68;-185,97;1
20.06.2016;9.962,02;9.850,59;9.996,56;9.850,59;21.06.2016;10.015,54;9.943,84;10.051,07;9.930,10;-55,52;1
17.06.2016;9.631,36;9.620,92;9.705,29;9.578,15;20.06.2016;9.962,02;9.850,59;9.996,56;9.850,59;-53,52;1
16.06.2016;9.550,47;9.480,43;9.582,38;9.432,87;17.06.2016;9.631,36;9.620,92;9.705,29;9.578,15;-330,66;1
15.06.2016;9.606,71;9.589,47;9.665,21;9.567,15;16.06.2016;9.550,47;9.480,43;9.582,38;9.432,87;-80,89;1
14.06.2016;9.519,20;9.595,17;9.620,84;9.507,51;15.06.2016;9.606,71;9.589,47;9.665,21;9.567,15;56,24;0
13.06.2016;9.657,44;9.715,78;9.755,23;9.657,44;14.06.2016;9.519,20;9.595,17;9.620,84;9.507,51;-87,51;1
10.06.2016;9.834,62;10.024,69;10.026,49;9.819,12;13.06.2016;9.657,44;9.715,78;9.755,23;9.657,44;138,24;0
09.06.2016;10.088,87;10.184,48;10.187,07;10.050,03;10.06.2016;9.834,62;10.024,69;10.026,49;9.819,12;177,18;0
08.06.2016;10.217,03;10.246,49;10.266,37;10.177,44;09.06.2016;10.088,87;10.184,48;10.187,07;10.050,03;254,25;0
07.06.2016;10.287,68;10.196,17;10.312,53;10.183,19;08.06.2016;10.217,03;10.246,49;10.266,37;10.177,44;128,16;0
06.06.2016;10.121,08;10.105,09;10.148,96;10.092,86;07.06.2016;10.287,68;10.196,17;10.312,53;10.183,19;70,65;0
03.06.2016;10.103,26;10.237,58;10.282,72;10.040,87;06.06.2016;10.121,08;10.105,09;10.148,96;10.092,86;-166,60;1
02.06.2016;10.208,00;10.199,20;10.241,75;10.156,86;03.06.2016;10.103,26;10.237,58;10.282,72;10.040,87;-17,82;1
01.06.2016;10.204,44;10.242,78;10.283,82;10.160,24;02.06.2016;10.208,00;10.199,20;10.241,75;10.156,86;104,74;0
31.05.2016;10.262,74;10.356,14;10.365,24;10.243,22;01.06.2016;10.204,44;10.242,78;10.283,82;10.160,24;-3,56;1
30.05.2016;10.333,23;10.293,43;10.338,41;10.286,33;31.05.2016;10.262,74;10.356,14;10.365,24;10.243,22;58,30;0
27.05.2016;10.286,31;10.257,91;10.298,76;10.241,98;30.05.2016;10.333,23;10.293,43;10.338,41;10.286,33;70,49;0
26.05.2016;10.272,71;10.213,87;10.286,23;10.207,09;27.05.2016;10.286,31;10.257,91;10.298,76;10.241,98;-46,92;1
25.05.2016;10.205,21;10.143,37;10.233,06;10.130,68;26.05.2016;10.272,71;10.213,87;10.286,23;10.207,09;-13,60;1
24.05.2016;10.057,31;9.798,94;10.077,65;9.773,80;25.05.2016;10.205,21;10.143,37;10.233,06;10.130,68;-67,50;1
23.05.2016;9.842,29;9.891,38;9.971,74;9.811,74;24.05.2016;10.057,31;9.798,94;10.077,65;9.773,80;-147,90;1
20.05.2016;9.916,02;9.878,49;9.921,59;9.852,71;23.05.2016;9.842,29;9.891,38;9.971,74;9.811,74;-215,02;1
19.05.2016;9.795,89;9.847,64;9.899,86;9.773,72;20.05.2016;9.916,02;9.878,49;9.921,59;9.852,71;73,73;0
18.05.2016;9.943,23;9.828,05;9.946,27;9.811,86;19.05.2016;9.795,89;9.847,64;9.899,86;9.773,72;-120,13;1
17.05.2016;9.890,19;10.016,79;10.080,31;9.846,91;18.05.2016;9.943,23;9.828,05;9.946,27;9.811,86;147,34;0
13.05.2016;9.952,90;9.794,83;9.979,93;9.767,94;17.05.2016;9.890,19;10.016,79;10.080,31;9.846,91;-53,04;1
12.05.2016;9.862,12;9.899,90;10.078,19;9.838,12;13.05.2016;9.952,90;9.794,83;9.979,93;9.767,94;62,71;0
11.05.2016;9.975,32;10.055,40;10.055,70;9.950,11;12.05.2016;9.862,12;9.899,90;10.078,19;9.838,12;-90,78;1
10.05.2016;10.045,44;10.057,53;10.106,93;9.994,58;11.05.2016;9.975,32;10.055,40;10.055,70;9.950,11;113,20;0
09.05.2016;9.980,49;9.929,19;10.068,53;9.878,71;10.05.2016;10.045,44;10.057,53;10.106,93;9.994,58;70,12;0
06.05.2016;9.869,95;9.805,39;9.917,63;9.737,00;09.05.2016;9.980,49;9.929,19;10.068,53;9.878,71;-64,95;1
05.05.2016;9.851,86;9.849,70;9.921,37;9.805,55;06.05.2016;9.869,95;9.805,39;9.917,63;9.737,00;-110,54;1
04.05.2016;9.828,25;9.925,25;9.959,42;9.812,73;05.05.2016;9.851,86;9.849,70;9.921,37;9.805,55;-18,09;1
03.05.2016;9.926,77;10.052,55;10.061,95;9.918,43;04.05.2016;9.828,25;9.925,25;9.959,42;9.812,73;-23,61;1
02.05.2016;10.123,27;10.091,17;10.153,90;10.066,34;03.05.2016;9.926,77;10.052,55;10.061,95;9.918,43;98,52;0
29.04.2016;10.038,97;10.235,47;10.252,08;10.038,97;02.05.2016;10.123,27;10.091,17;10.153,90;10.066,34;196,50;0
28.04.2016;10.321,15;10.222,11;10.331,93;10.125,52;29.04.2016;10.038,97;10.235,47;10.252,08;10.038,97;-84,30;1
27.04.2016;10.299,83;10.283,10;10.323,25;10.220,57;28.04.2016;10.321,15;10.222,11;10.331,93;10.125,52;282,18;0
26.04.2016;10.259,59;10.359,77;10.385,23;10.213,55;27.04.2016;10.299,83;10.283,10;10.323,25;10.220,57;-21,32;1
25.04.2016;10.294,35;10.379,16;10.399,30;10.233,42;26.04.2016;10.259,59;10.359,77;10.385,23;10.213,55;-40,24;1
22.04.2016;10.373,49;10.377,22;10.422,86;10.324,83;25.04.2016;10.294,35;10.379,16;10.399,30;10.233,42;34,76;0
21.04.2016;10.435,73;10.456,99;10.474,38;10.341,97;22.04.2016;10.373,49;10.377,22;10.422,86;10.324,83;79,14;0
20.04.2016;10.421,29;10.312,64;10.440,13;10.304,14;21.04.2016;10.435,73;10.456,99;10.474,38;10.341,97;62,24;0
19.04.2016;10.349,59;10.170,18;10.370,80;10.150,67;20.04.2016;10.421,29;10.312,64;10.440,13;10.304,14;-14,44;1
18.04.2016;10.120,31;9.933,70;10.147,85;9.920,90;19.04.2016;10.349,59;10.170,18;10.370,80;10.150,67;-71,70;1
15.04.2016;10.051,57;10.063,89;10.070,04;10.020,34;18.04.2016;10.120,31;9.933,70;10.147,85;9.920,90;-229,28;1
14.04.2016;10.093,65;10.042,28;10.098,44;10.016,17;15.04.2016;10.051,57;10.063,89;10.070,04;10.020,34;-68,74;1
13.04.2016;10.026,10;9.901,13;10.026,10;9.893,42;14.04.2016;10.093,65;10.042,28;10.098,44;10.016,17;42,08;0
12.04.2016;9.761,47;9.716,75;9.770,47;9.617,83;13.04.2016;10.026,10;9.901,13;10.026,10;9.893,42;-67,55;1
11.04.2016;9.682,99;9.595,56;9.751,93;9.524,66;12.04.2016;9.761,47;9.716,75;9.770,47;9.617,83;-264,63;1
08.04.2016;9.622,26;9.576,40;9.675,03;9.572,57;11.04.2016;9.682,99;9.595,56;9.751,93;9.524,66;-78,48;1
07.04.2016;9.530,62;9.648,55;9.702,18;9.484,75;08.04.2016;9.622,26;9.576,40;9.675,03;9.572,57;-60,73;1
06.04.2016;9.624,51;9.582,46;9.635,91;9.505,90;07.04.2016;9.530,62;9.648,55;9.702,18;9.484,75;-91,64;1
05.04.2016;9.563,36;9.647,81;9.661,30;9.553,17;06.04.2016;9.624,51;9.582,46;9.635,91;9.505,90;93,89;0
04.04.2016;9.822,08;9.789,77;9.907,05;9.732,82;05.04.2016;9.563,36;9.647,81;9.661,30;9.553,17;-61,15;1
01.04.2016;9.794,64;9.833,26;9.851,31;9.675,50;04.04.2016;9.822,08;9.789,77;9.907,05;9.732,82;258,72;0
31.03.2016;9.965,51;9.997,44;10.021,34;9.947,02;01.04.2016;9.794,64;9.833,26;9.851,31;9.675,50;-27,44;1
30.03.2016;10.046,61;9.951,68;10.097,70;9.947,26;31.03.2016;9.965,51;9.997,44;10.021,34;9.947,02;170,87;0
29.03.2016;9.887,94;9.900,88;9.947,03;9.808,48;30.03.2016;10.046,61;9.951,68;10.097,70;9.947,26;81,10;0
24.03.2016;9.851,35;9.974,60;9.977,99;9.845,37;29.03.2016;9.887,94;9.900,88;9.947,03;9.808,48;-158,67;1
23.03.2016;10.022,93;10.046,94;10.112,17;9.964,63;24.03.2016;9.851,35;9.974,60;9.977,99;9.845,37;-36,59;1
22.03.2016;9.990,00;9.836,28;9.990,00;9.762,57;23.03.2016;10.022,93;10.046,94;10.112,17;9.964,63;171,58;0
21.03.2016;9.948,64;9.893,26;10.095,46;9.863,83;22.03.2016;9.990,00;9.836,28;9.990,00;9.762,57;-32,93;1
18.03.2016;9.950,80;9.905,67;9.961,48;9.822,52;21.03.2016;9.948,64;9.893,26;10.095,46;9.863,83;-41,36;1
17.03.2016;9.892,20;10.051,69;10.055,29;9.753,04;18.03.2016;9.950,80;9.905,67;9.961,48;9.822,52;2,16;0
16.03.2016;9.983,41;9.971,04;10.021,70;9.917,92;17.03.2016;9.892,20;10.051,69;10.055,29;9.753,04;-58,60;1
15.03.2016;9.933,85;9.941,46;9.973,58;9.890,12;16.03.2016;9.983,41;9.971,04;10.021,70;9.917,92;91,21;0
14.03.2016;9.990,26;9.948,21;10.039,61;9.936,06;15.03.2016;9.933,85;9.941,46;9.973,58;9.890,12;-49,56;1
11.03.2016;9.831,13;9.672,05;9.833,90;9.642,79;14.03.2016;9.990,26;9.948,21;10.039,61;9.936,06;56,41;0
10.03.2016;9.498,15;9.697,64;9.995,84;9.498,15;11.03.2016;9.831,13;9.672,05;9.833,90;9.642,79;-159,13;1
09.03.2016;9.723,09;9.700,16;9.838,95;9.679,19;10.03.2016;9.498,15;9.697,64;9.995,84;9.498,15;-332,98;1
08.03.2016;9.692,82;9.688,47;9.785,05;9.617,69;09.03.2016;9.723,09;9.700,16;9.838,95;9.679,19;224,94;0
07.03.2016;9.778,93;9.764,08;9.803,73;9.690,00;08.03.2016;9.692,82;9.688,47;9.785,05;9.617,69;-30,27;1
04.03.2016;9.824,17;9.800,86;9.899,11;9.742,76;07.03.2016;9.778,93;9.764,08;9.803,73;9.690,00;86,11;0
03.03.2016;9.751,92;9.807,06;9.808,52;9.709,68;04.03.2016;9.824,17;9.800,86;9.899,11;9.742,76;45,24;0
02.03.2016;9.776,62;9.780,84;9.837,11;9.695,98;03.03.2016;9.751,92;9.807,06;9.808,52;9.709,68;-72,25;1
01.03.2016;9.717,16;9.482,66;9.719,02;9.471,09;02.03.2016;9.776,62;9.780,84;9.837,11;9.695,98;24,70;0
29.02.2016;9.495,40;9.424,93;9.498,57;9.332,42;01.03.2016;9.717,16;9.482,66;9.719,02;9.471,09;-59,46;1
26.02.2016;9.513,30;9.454,52;9.576,88;9.436,33;29.02.2016;9.495,40;9.424,93;9.498,57;9.332,42;-221,76;1
25.02.2016;9.331,48;9.277,02;9.391,31;9.199,09;26.02.2016;9.513,30;9.454,52;9.576,88;9.436,33;17,90;0
24.02.2016;9.167,80;9.396,48;9.415,33;9.125,19;25.02.2016;9.331,48;9.277,02;9.391,31;9.199,09;-181,82;1
