Datum-1;Schluss-1;Eröffnung-1;Tageshoch-1;Tagestief-1;Datum;Schluss;Eröffnung;Tageshoch;Tagestief;Rechnung;Ergebnis
23.11.2020;13.126,97;13.215,44;13.312,42;13.126,97;24.11.2020;13.292,44;13.254,42;13.296,76;13.192,32;2,64;0
20.11.2020;13.137,25;13.054,64;13.172,91;13.054,64;23.11.2020;13.126,97;13.215,44;13.312,42;13.126,97;-165,47;1
19.11.2020;13.086,16;13.101,71;13.138,14;13.034,51;20.11.2020;13.137,25;13.054,64;13.172,91;13.054,64;10,28;0
18.11.2020;13.201,89;13.086,43;13.213,63;13.074,67;19.11.2020;13.086,16;13.101,71;13.138,14;13.034,51;-51,09;1
17.11.2020;13.133,47;13.130,54;13.151,02;13.050,41;18.11.2020;13.201,89;13.086,43;13.213,63;13.074,67;115,73;0
16.11.2020;13.138,61;13.170,52;13.277,45;13.081,11;17.11.2020;13.133,47;13.130,54;13.151,02;13.050,41;-68,42;1
13.11.2020;13.076,72;13.036,97;13.145,48;13.004,82;16.11.2020;13.138,61;13.170,52;13.277,45;13.081,11;5,14;0
12.11.2020;13.052,95;13.073,48;13.168,09;13.022,28;13.11.2020;13.076,72;13.036,97;13.145,48;13.004,82;-61,89;1
11.11.2020;13.216,18;13.205,95;13.244,32;13.138,76;12.11.2020;13.052,95;13.073,48;13.168,09;13.022,28;-23,77;1
10.11.2020;13.163,11;13.109,77;13.237,59;13.018,43;11.11.2020;13.216,18;13.205,95;13.244,32;13.138,76;163,23;0
09.11.2020;13.095,97;12.713,19;13.297,05;12.670,58;10.11.2020;13.163,11;13.109,77;13.237,59;13.018,43;-53,07;1
06.11.2020;12.480,02;12.531,74;12.595,87;12.370,08;09.11.2020;13.095,97;12.713,19;13.297,05;12.670,58;-67,14;1
05.11.2020;12.568,09;12.420,88;12.591,30;12.398,59;06.11.2020;12.480,02;12.531,74;12.595,87;12.370,08;-615,95;1
04.11.2020;12.324,22;11.896,11;12.329,96;11.848,21;05.11.2020;12.568,09;12.420,88;12.591,30;12.398,59;88,07;0
03.11.2020;12.088,98;11.858,81;12.088,98;11.851,03;04.11.2020;12.324,22;11.896,11;12.329,96;11.848,21;-243,87;1
02.11.2020;11.788,28;11.602,91;11.838,00;11.551,36;03.11.2020;12.088,98;11.858,81;12.088,98;11.851,03;-235,24;1
30.10.2020;11.556,48;11.472,61;11.614,13;11.450,08;02.11.2020;11.788,28;11.602,91;11.838,00;11.551,36;-300,70;1
29.10.2020;11.598,07;11.631,07;11.707,43;11.458,56;30.10.2020;11.556,48;11.472,61;11.614,13;11.450,08;-231,80;1
28.10.2020;11.560,51;11.848,31;11.852,02;11.457,12;29.10.2020;11.598,07;11.631,07;11.707,43;11.458,56;41,59;0
27.10.2020;12.063,57;12.206,42;12.223,60;12.034,80;28.10.2020;11.560,51;11.848,31;11.852,02;11.457,12;-37,56;1
26.10.2020;12.177,18;12.303,41;12.404,51;12.174,22;27.10.2020;12.063,57;12.206,42;12.223,60;12.034,80;503,06;0
23.10.2020;12.645,75;12.517,98;12.718,27;12.514,99;26.10.2020;12.177,18;12.303,41;12.404,51;12.174,22;113,61;0
22.10.2020;12.543,06;12.429,41;12.583,02;12.345,45;23.10.2020;12.645,75;12.517,98;12.718,27;12.514,99;468,57;0
21.10.2020;12.557,64;12.764,45;12.765,05;12.545,59;22.10.2020;12.543,06;12.429,41;12.583,02;12.345,45;-102,69;1
20.10.2020;12.736,95;12.819,15;12.850,29;12.725,45;21.10.2020;12.557,64;12.764,45;12.765,05;12.545,59;14,58;0
19.10.2020;12.854,66;12.948,63;13.028,73;12.820,26;20.10.2020;12.736,95;12.819,15;12.850,29;12.725,45;179,31;0
16.10.2020;12.908,99;12.773,35;12.955,86;12.733,06;19.10.2020;12.854,66;12.948,63;13.028,73;12.820,26;117,71;0
15.10.2020;12.703,75;12.826,13;12.839,55;12.599,82;16.10.2020;12.908,99;12.773,35;12.955,86;12.733,06;54,33;0
14.10.2020;13.028,06;13.012,69;13.066,44;12.975,12;15.10.2020;12.703,75;12.826,13;12.839,55;12.599,82;-205,24;1
13.10.2020;13.018,99;13.132,90;13.132,90;12.959,70;14.10.2020;13.028,06;13.012,69;13.066,44;12.975,12;324,31;0
12.10.2020;13.138,41;13.086,06;13.151,80;13.058,34;13.10.2020;13.018,99;13.132,90;13.132,90;12.959,70;-9,07;1
09.10.2020;13.051,23;13.070,04;13.096,44;13.009,98;12.10.2020;13.138,41;13.086,06;13.151,80;13.058,34;119,42;0
08.10.2020;13.042,21;13.011,23;13.100,85;12.956,64;09.10.2020;13.051,23;13.070,04;13.096,44;13.009,98;-87,18;1
07.10.2020;12.928,57;12.901,29;12.959,02;12.837,11;08.10.2020;13.042,21;13.011,23;13.100,85;12.956,64;-9,02;1
06.10.2020;12.906,02;12.858,97;12.966,09;12.779,65;07.10.2020;12.928,57;12.901,29;12.959,02;12.837,11;-113,64;1
05.10.2020;12.828,31;12.824,05;12.842,48;12.727,75;06.10.2020;12.906,02;12.858,97;12.966,09;12.779,65;-22,55;1
02.10.2020;12.689,04;12.558,78;12.690,25;12.539,86;05.10.2020;12.828,31;12.824,05;12.842,48;12.727,75;-77,71;1
01.10.2020;12.730,77;12.812,08;12.836,65;12.671,23;02.10.2020;12.689,04;12.558,78;12.690,25;12.539,86;-139,27;1
30.09.2020;12.760,73;12.754,77;12.869,96;12.698,42;01.10.2020;12.730,77;12.812,08;12.836,65;12.671,23;41,73;0
29.09.2020;12.825,82;12.817,79;12.859,14;12.738,30;30.09.2020;12.760,73;12.754,77;12.869,96;12.698,42;29,96;0
28.09.2020;12.870,87;12.673,73;12.873,40;12.660,15;29.09.2020;12.825,82;12.817,79;12.859,14;12.738,30;65,09;0
25.09.2020;12.469,20;12.615,91;12.622,77;12.341,58;28.09.2020;12.870,87;12.673,73;12.873,40;12.660,15;45,05;0
24.09.2020;12.606,57;12.520,47;12.684,80;12.512,50;25.09.2020;12.469,20;12.615,91;12.622,77;12.341,58;-401,67;1
23.09.2020;12.642,97;12.737,32;12.830,70;12.642,97;24.09.2020;12.606,57;12.520,47;12.684,80;12.512,50;137,37;0
22.09.2020;12.594,39;12.629,71;12.698,12;12.592,97;23.09.2020;12.642,97;12.737,32;12.830,70;12.642,97;36,40;0
21.09.2020;12.542,44;12.998,90;12.998,90;12.505,16;22.09.2020;12.594,39;12.629,71;12.698,12;12.592,97;-48,58;1
18.09.2020;13.116,25;13.210,86;13.263,44;13.116,25;21.09.2020;12.542,44;12.998,90;12.998,90;12.505,16;-51,95;1
17.09.2020;13.208,12;13.060,18;13.245,87;13.035,94;18.09.2020;13.116,25;13.210,86;13.263,44;13.116,25;573,81;0
16.09.2020;13.255,37;13.224,16;13.277,23;13.181,56;17.09.2020;13.208,12;13.060,18;13.245,87;13.035,94;91,87;0
15.09.2020;13.217,67;13.220,81;13.262,81;13.138,20;16.09.2020;13.255,37;13.224,16;13.277,23;13.181,56;47,25;0
14.09.2020;13.193,66;13.329,61;13.339,14;13.159,72;15.09.2020;13.217,67;13.220,81;13.262,81;13.138,20;-37,70;1
11.09.2020;13.202,84;13.198,74;13.255,47;13.117,46;14.09.2020;13.193,66;13.329,61;13.339,14;13.159,72;-24,01;1
10.09.2020;13.208,89;13.265,51;13.297,71;13.161,93;11.09.2020;13.202,84;13.198,74;13.255,47;13.117,46;9,18;0
09.09.2020;13.237,21;12.990,52;13.257,54;12.973,46;10.09.2020;13.208,89;13.265,51;13.297,71;13.161,93;6,05;0
08.09.2020;12.968,33;13.126,23;13.147,52;12.856,55;09.09.2020;13.237,21;12.990,52;13.257,54;12.973,46;28,32;0
07.09.2020;13.100,28;12.931,40;13.117,61;12.920,92;08.09.2020;12.968,33;13.126,23;13.147,52;12.856,55;-268,88;1
04.09.2020;12.842,66;12.916,12;13.127,08;12.753,69;07.09.2020;13.100,28;12.931,40;13.117,61;12.920,92;131,95;0
03.09.2020;13.057,77;13.354,72;13.460,46;13.004,83;04.09.2020;12.842,66;12.916,12;13.127,08;12.753,69;-257,62;1
02.09.2020;13.243,43;13.071,66;13.303,17;13.062,17;03.09.2020;13.057,77;13.354,72;13.460,46;13.004,83;215,11;0
01.09.2020;12.974,25;13.037,20;13.127,28;12.850,30;02.09.2020;13.243,43;13.071,66;13.303,17;13.062,17;185,66;0
31.08.2020;12.945,38;13.103,93;13.148,19;12.923,76;01.09.2020;12.974,25;13.037,20;13.127,28;12.850,30;-269,18;1
28.08.2020;13.033,20;13.140,60;13.147,24;12.951,26;31.08.2020;12.945,38;13.103,93;13.148,19;12.923,76;-28,87;1
27.08.2020;13.096,36;13.206,58;13.218,05;13.087,37;28.08.2020;13.033,20;13.140,60;13.147,24;12.951,26;87,82;0
26.08.2020;13.190,15;13.041,83;13.192,32;13.010,53;27.08.2020;13.096,36;13.206,58;13.218,05;13.087,37;63,16;0
25.08.2020;13.061,62;13.136,77;13.221,82;13.060,87;26.08.2020;13.190,15;13.041,83;13.192,32;13.010,53;93,79;0
24.08.2020;13.066,54;12.945,97;13.104,31;12.924,70;25.08.2020;13.061,62;13.136,77;13.221,82;13.060,87;-128,53;1
21.08.2020;12.764,80;12.879,45;12.911,27;12.633,71;24.08.2020;13.066,54;12.945,97;13.104,31;12.924,70;4,92;0
20.08.2020;12.830,00;12.829,39;12.891,14;12.755,52;21.08.2020;12.764,80;12.879,45;12.911,27;12.633,71;-301,74;1
19.08.2020;12.977,33;12.838,63;12.980,70;12.833,80;20.08.2020;12.830,00;12.829,39;12.891,14;12.755,52;65,20;0
18.08.2020;12.881,76;12.836,87;13.052,84;12.807,00;19.08.2020;12.977,33;12.838,63;12.980,70;12.833,80;147,33;0
17.08.2020;12.920,66;12.924,88;12.960,84;12.847,85;18.08.2020;12.881,76;12.836,87;13.052,84;12.807,00;-95,57;1
14.08.2020;12.901,34;12.965,22;12.971,08;12.797,52;17.08.2020;12.920,66;12.924,88;12.960,84;12.847,85;38,90;0
13.08.2020;12.993,71;13.044,47;13.075,25;12.956,30;14.08.2020;12.901,34;12.965,22;12.971,08;12.797,52;-19,32;1
12.08.2020;13.058,63;12.917,34;13.101,12;12.879,11;13.08.2020;12.993,71;13.044,47;13.075,25;12.956,30;92,37;0
11.08.2020;12.946,89;12.806,97;13.046,13;12.802,06;12.08.2020;13.058,63;12.917,34;13.101,12;12.879,11;64,92;0
10.08.2020;12.687,53;12.729,10;12.753,12;12.605,82;11.08.2020;12.946,89;12.806,97;13.046,13;12.802,06;-111,74;1
07.08.2020;12.674,88;12.634,79;12.691,66;12.517,44;10.08.2020;12.687,53;12.729,10;12.753,12;12.605,82;-259,36;1
06.08.2020;12.591,68;12.664,55;12.799,21;12.519,85;07.08.2020;12.674,88;12.634,79;12.691,66;12.517,44;-12,65;1
05.08.2020;12.660,25;12.667,12;12.757,03;12.632,99;06.08.2020;12.591,68;12.664,55;12.799,21;12.519,85;-83,20;1
04.08.2020;12.600,87;12.744,13;12.768,58;12.528,07;05.08.2020;12.660,25;12.667,12;12.757,03;12.632,99;68,57;0
03.08.2020;12.646,98;12.374,46;12.698,56;12.365,61;04.08.2020;12.600,87;12.744,13;12.768,58;12.528,07;-59,38;1
31.07.2020;12.313,36;12.403,10;12.524,75;12.313,36;03.08.2020;12.646,98;12.374,46;12.698,56;12.365,61;46,11;0
30.07.2020;12.379,65;12.762,12;12.768,71;12.253,92;31.07.2020;12.313,36;12.403,10;12.524,75;12.313,36;-333,62;1
29.07.2020;12.822,26;12.819,63;12.864,39;12.789,97;30.07.2020;12.379,65;12.762,12;12.768,71;12.253,92;66,29;0
28.07.2020;12.835,28;12.886,23;12.936,01;12.746,46;29.07.2020;12.822,26;12.819,63;12.864,39;12.789,97;442,61;0
27.07.2020;12.838,66;12.865,75;12.908,66;12.811,44;28.07.2020;12.835,28;12.886,23;12.936,01;12.746,46;13,02;0
24.07.2020;12.838,06;12.919,31;12.935,50;12.812,02;27.07.2020;12.838,66;12.865,75;12.908,66;12.811,44;3,38;0
23.07.2020;13.103,39;13.183,50;13.217,73;13.072,82;24.07.2020;12.838,06;12.919,31;12.935,50;12.812,02;-0,60;1
22.07.2020;13.104,25;13.165,29;13.197,92;13.067,06;23.07.2020;13.103,39;13.183,50;13.217,73;13.072,82;265,33;0
21.07.2020;13.171,83;13.194,93;13.313,90;13.147,30;22.07.2020;13.104,25;13.165,29;13.197,92;13.067,06;0,86;0
20.07.2020;13.046,92;12.898,11;13.063,69;12.811,72;21.07.2020;13.171,83;13.194,93;13.313,90;13.147,30;67,58;0
17.07.2020;12.919,61;12.915,27;12.954,25;12.870,27;20.07.2020;13.046,92;12.898,11;13.063,69;12.811,72;-124,91;1
16.07.2020;12.874,97;12.857,30;12.919,23;12.805,47;17.07.2020;12.919,61;12.915,27;12.954,25;12.870,27;-127,31;1
15.07.2020;12.930,98;12.812,11;12.999,84;12.773,44;16.07.2020;12.874,97;12.857,30;12.919,23;12.805,47;-44,64;1
14.07.2020;12.697,36;12.642,23;12.697,91;12.535,90;15.07.2020;12.930,98;12.812,11;12.999,84;12.773,44;56,01;0
13.07.2020;12.799,97;12.817,19;12.836,41;12.688,94;14.07.2020;12.697,36;12.642,23;12.697,91;12.535,90;-233,62;1
10.07.2020;12.633,71;12.442,22;12.649,99;12.416,69;13.07.2020;12.799,97;12.817,19;12.836,41;12.688,94;102,61;0
09.07.2020;12.489,46;12.639,17;12.709,68;12.459,16;10.07.2020;12.633,71;12.442,22;12.649,99;12.416,69;-166,26;1
08.07.2020;12.494,81;12.542,58;12.670,19;12.463,22;09.07.2020;12.489,46;12.639,17;12.709,68;12.459,16;-144,25;1
07.07.2020;12.616,80;12.660,09;12.661,12;12.525,18;08.07.2020;12.494,81;12.542,58;12.670,19;12.463,22;5,35;0
06.07.2020;12.733,45;12.774,77;12.842,59;12.655,21;07.07.2020;12.616,80;12.660,09;12.661,12;12.525,18;121,99;0
03.07.2020;12.528,18;12.644,60;12.649,98;12.476,13;06.07.2020;12.733,45;12.774,77;12.842,59;12.655,21;116,65;0
02.07.2020;12.608,46;12.378,80;12.658,17;12.370,72;03.07.2020;12.528,18;12.644,60;12.649,98;12.476,13;-205,27;1
01.07.2020;12.260,57;12.391,72;12.391,72;12.095,11;02.07.2020;12.608,46;12.378,80;12.658,17;12.370,72;80,28;0
30.06.2020;12.310,93;12.287,94;12.350,35;12.188,09;01.07.2020;12.260,57;12.391,72;12.391,72;12.095,11;-347,89;1
29.06.2020;12.232,12;12.090,41;12.297,68;12.045,26;30.06.2020;12.310,93;12.287,94;12.350,35;12.188,09;50,36;0
26.06.2020;12.089,39;12.308,48;12.347,45;12.060,89;29.06.2020;12.232,12;12.090,41;12.297,68;12.045,26;-78,81;1
25.06.2020;12.177,87;12.102,25;12.236,46;11.957,31;26.06.2020;12.089,39;12.308,48;12.347,45;12.060,89;-142,73;1
24.06.2020;12.093,94;12.459,81;12.489,24;12.093,94;25.06.2020;12.177,87;12.102,25;12.236,46;11.957,31;88,48;0
23.06.2020;12.523,76;12.360,09;12.616,12;12.332,10;24.06.2020;12.093,94;12.459,81;12.489,24;12.093,94;-83,93;1
22.06.2020;12.262,97;12.194,48;12.399,37;12.172,12;23.06.2020;12.523,76;12.360,09;12.616,12;12.332,10;429,82;0
19.06.2020;12.330,76;12.375,18;12.447,15;12.319,19;22.06.2020;12.262,97;12.194,48;12.399,37;12.172,12;-260,79;1
18.06.2020;12.281,53;12.347,49;12.483,84;12.189,67;19.06.2020;12.330,76;12.375,18;12.447,15;12.319,19;67,79;0
17.06.2020;12.382,14;12.312,44;12.432,23;12.288,17;18.06.2020;12.281,53;12.347,49;12.483,84;12.189,67;-49,23;1
16.06.2020;12.315,66;12.168,37;12.434,27;12.132,80;17.06.2020;12.382,14;12.312,44;12.432,23;12.288,17;100,61;0
15.06.2020;11.911,35;11.661,36;11.968,06;11.597,82;16.06.2020;12.315,66;12.168,37;12.434,27;12.132,80;-66,48;1
12.06.2020;11.949,28;11.876,34;12.172,63;11.828,66;15.06.2020;11.911,35;11.661,36;11.968,06;11.597,82;-404,31;1
11.06.2020;11.970,29;12.223,42;12.301,95;11.970,29;12.06.2020;11.949,28;11.876,34;12.172,63;11.828,66;37,93;0
10.06.2020;12.530,16;12.719,15;12.763,89;12.471,06;11.06.2020;11.970,29;12.223,42;12.301,95;11.970,29;21,01;0
09.06.2020;12.617,99;12.859,83;12.864,91;12.502,45;10.06.2020;12.530,16;12.719,15;12.763,89;12.471,06;559,87;0
08.06.2020;12.819,59;12.722,68;12.913,13;12.670,95;09.06.2020;12.617,99;12.859,83;12.864,91;12.502,45;87,83;0
05.06.2020;12.847,68;12.565,16;12.858,79;12.560,19;08.06.2020;12.819,59;12.722,68;12.913,13;12.670,95;201,60;0
04.06.2020;12.430,56;12.390,03;12.558,24;12.326,44;05.06.2020;12.847,68;12.565,16;12.858,79;12.560,19;28,09;0
03.06.2020;12.487,36;12.147,12;12.507,41;12.133,70;04.06.2020;12.430,56;12.390,03;12.558,24;12.326,44;-417,12;1
02.06.2020;12.021,28;11.896,70;12.055,57;11.850,34;03.06.2020;12.487,36;12.147,12;12.507,41;12.133,70;56,80;0
29.05.2020;11.586,85;11.649,37;11.729,98;11.575,74;02.06.2020;12.021,28;11.896,70;12.055,57;11.850,34;-466,08;1
28.05.2020;11.781,13;11.746,78;11.813,14;11.654,83;29.05.2020;11.586,85;11.649,37;11.729,98;11.575,74;-434,43;1
27.05.2020;11.657,69;11.530,20;11.747,20;11.519,77;28.05.2020;11.781,13;11.746,78;11.813,14;11.654,83;194,28;0
26.05.2020;11.504,65;11.488,99;11.544,35;11.429,88;27.05.2020;11.657,69;11.530,20;11.747,20;11.519,77;-123,44;1
25.05.2020;11.391,28;11.186,04;11.391,28;11.118,12;26.05.2020;11.504,65;11.488,99;11.544,35;11.429,88;-153,04;1
22.05.2020;11.073,87;10.896,28;11.138,15;10.867,17;25.05.2020;11.391,28;11.186,04;11.391,28;11.118,12;-113,37;1
21.05.2020;11.065,93;11.088,12;11.194,92;11.036,91;22.05.2020;11.073,87;10.896,28;11.138,15;10.867,17;-317,41;1
20.05.2020;11.223,71;11.029,33;11.246,91;10.978,57;21.05.2020;11.065,93;11.088,12;11.194,92;11.036,91;-7,94;1
19.05.2020;11.075,29;11.200,92;11.201,18;10.936,07;20.05.2020;11.223,71;11.029,33;11.246,91;10.978,57;157,78;0
18.05.2020;11.058,87;10.683,86;11.089,50;10.677,52;19.05.2020;11.075,29;11.200,92;11.201,18;10.936,07;-148,42;1
15.05.2020;10.465,17;10.470,85;10.547,19;10.382,54;18.05.2020;11.058,87;10.683,86;11.089,50;10.677,52;-16,42;1
14.05.2020;10.337,02;10.418,04;10.474,08;10.160,89;15.05.2020;10.465,17;10.470,85;10.547,19;10.382,54;-593,70;1
13.05.2020;10.542,66;10.669,99;10.698,13;10.530,32;14.05.2020;10.337,02;10.418,04;10.474,08;10.160,89;-128,15;1
12.05.2020;10.819,50;10.777,74;10.886,01;10.772,58;13.05.2020;10.542,66;10.669,99;10.698,13;10.530,32;205,64;0
11.05.2020;10.824,99;10.948,24;10.986,22;10.740,82;12.05.2020;10.819,50;10.777,74;10.886,01;10.772,58;276,84;0
08.05.2020;10.904,48;10.882,44;10.918,32;10.819,07;11.05.2020;10.824,99;10.948,24;10.986,22;10.740,82;5,49;0
07.05.2020;10.759,27;10.640,77;10.761,86;10.617,23;08.05.2020;10.904,48;10.882,44;10.918,32;10.819,07;79,49;0
06.05.2020;10.606,20;10.716,51;10.773,86;10.598,90;07.05.2020;10.759,27;10.640,77;10.761,86;10.617,23;-145,21;1
05.05.2020;10.729,46;10.627,07;10.736,95;10.518,94;06.05.2020;10.606,20;10.716,51;10.773,86;10.598,90;-153,07;1
04.05.2020;10.466,80;10.543,36;10.578,43;10.426,06;05.05.2020;10.729,46;10.627,07;10.736,95;10.518,94;123,26;0
30.04.2020;10.861,64;11.195,21;11.235,57;10.839,30;04.05.2020;10.466,80;10.543,36;10.578,43;10.426,06;-262,66;1
29.04.2020;11.107,74;10.812,74;11.125,35;10.789,52;30.04.2020;10.861,64;11.195,21;11.235,57;10.839,30;394,84;0
28.04.2020;10.795,63;10.658,47;10.897,82;10.651,58;29.04.2020;11.107,74;10.812,74;11.125,35;10.789,52;246,10;0
27.04.2020;10.659,99;10.551,07;10.660,36;10.523,10;28.04.2020;10.795,63;10.658,47;10.897,82;10.651,58;-312,11;1
24.04.2020;10.336,09;10.299,31;10.486,47;10.299,31;27.04.2020;10.659,99;10.551,07;10.660,36;10.523,10;-135,64;1
23.04.2020;10.513,79;10.437,38;10.608,39;10.325,11;24.04.2020;10.336,09;10.299,31;10.486,47;10.299,31;-323,90;1
22.04.2020;10.415,03;10.370,25;10.425,02;10.321,20;23.04.2020;10.513,79;10.437,38;10.608,39;10.325,11;177,70;0
21.04.2020;10.249,85;10.519,44;10.524,73;10.249,85;22.04.2020;10.415,03;10.370,25;10.425,02;10.321,20;-98,76;1
20.04.2020;10.675,90;10.704,35;10.707,31;10.444,55;21.04.2020;10.249,85;10.519,44;10.524,73;10.249,85;-165,18;1
17.04.2020;10.625,78;10.607,35;10.756,78;10.542,71;20.04.2020;10.675,90;10.704,35;10.707,31;10.444,55;426,05;0
16.04.2020;10.301,54;10.420,26;10.438,37;10.236,24;17.04.2020;10.625,78;10.607,35;10.756,78;10.542,71;-50,12;1
15.04.2020;10.279,76;10.678,19;10.678,19;10.243,11;16.04.2020;10.301,54;10.420,26;10.438,37;10.236,24;-324,24;1
14.04.2020;10.696,56;10.733,97;10.820,17;10.658,96;15.04.2020;10.279,76;10.678,19;10.678,19;10.243,11;-21,78;1
09.04.2020;10.564,74;10.490,65;10.649,79;10.311,70;14.04.2020;10.696,56;10.733,97;10.820,17;10.658,96;416,80;0
08.04.2020;10.332,89;10.301,56;10.340,79;10.198,22;09.04.2020;10.564,74;10.490,65;10.649,79;10.311,70;-131,82;1
07.04.2020;10.356,70;10.464,11;10.590,41;10.225,02;08.04.2020;10.332,89;10.301,56;10.340,79;10.198,22;-231,85;1
06.04.2020;10.465,47;10.464,11;10.466,96;10.453,08;07.04.2020;10.356,70;10.464,11;10.590,41;10.225,02;23,81;0
03.04.2020;9.525,77;9.535,27;9.626,72;9.470,20;06.04.2020;10.465,47;10.464,11;10.466,96;10.453,08;108,77;0
02.04.2020;9.570,82;9.587,45;9.650,27;9.337,02;03.04.2020;9.525,77;9.535,27;9.626,72;9.470,20;-939,70;1
01.04.2020;9.544,75;9.610,67;9.686,46;9.498,05;02.04.2020;9.570,82;9.587,45;9.650,27;9.337,02;45,05;0
31.03.2020;9.935,84;9.970,79;10.096,42;9.703,88;01.04.2020;9.544,75;9.610,67;9.686,46;9.498,05;-26,07;1
30.03.2020;9.815,97;9.725,88;9.817,51;9.453,79;31.03.2020;9.935,84;9.970,79;10.096,42;9.703,88;391,09;0
27.03.2020;9.632,52;9.793,50;9.886,18;9.541,83;30.03.2020;9.815,97;9.725,88;9.817,51;9.453,79;-119,87;1
26.03.2020;10.000,96;9.621,24;10.000,96;9.526,17;27.03.2020;9.632,52;9.793,50;9.886,18;9.541,83;-183,45;1
25.03.2020;9.874,26;9.987,37;10.137,62;9.460,91;26.03.2020;10.000,96;9.621,24;10.000,96;9.526,17;368,44;0
24.03.2020;9.700,57;9.242,06;9.700,57;9.102,17;25.03.2020;9.874,26;9.987,37;10.137,62;9.460,91;-126,70;1
23.03.2020;8.741,15;8.536,33;9.071,14;8.480,28;24.03.2020;9.700,57;9.242,06;9.700,57;9.102,17;-173,69;1
20.03.2020;8.928,95;9.080,49;9.201,07;8.838,30;23.03.2020;8.741,15;8.536,33;9.071,14;8.480,28;-959,42;1
19.03.2020;8.610,43;8.495,94;8.668,48;8.257,53;20.03.2020;8.928,95;9.080,49;9.201,07;8.838,30;187,80;0
18.03.2020;8.441,71;8.613,35;8.670,41;8.400,18;19.03.2020;8.610,43;8.495,94;8.668,48;8.257,53;-318,52;1
17.03.2020;8.939,10;9.141,17;9.145,93;8.423,56;18.03.2020;8.441,71;8.613,35;8.670,41;8.400,18;-168,72;1
16.03.2020;8.742,25;8.728,48;8.967,11;8.255,65;17.03.2020;8.939,10;9.141,17;9.145,93;8.423,56;497,39;0
13.03.2020;9.232,08;9.480,78;9.985,74;9.064,68;16.03.2020;8.742,25;8.728,48;8.967,11;8.255,65;-196,85;1
12.03.2020;9.161,13;9.863,99;9.932,56;9.139,12;13.03.2020;9.232,08;9.480,78;9.985,74;9.064,68;489,83;0
11.03.2020;10.438,68;10.601,85;10.761,43;10.390,51;12.03.2020;9.161,13;9.863,99;9.932,56;9.139,12;-70,95;1
10.03.2020;10.475,49;10.724,98;11.032,29;10.423,90;11.03.2020;10.438,68;10.601,85;10.761,43;10.390,51;1.277,55;0
09.03.2020;10.625,02;10.690,08;10.995,22;10.556,64;10.03.2020;10.475,49;10.724,98;11.032,29;10.423,90;36,81;0
06.03.2020;11.541,87;11.694,56;11.769,85;11.447,20;09.03.2020;10.625,02;10.690,08;10.995,22;10.556,64;149,53;0
05.03.2020;11.944,72;12.191,41;12.207,77;11.844,88;06.03.2020;11.541,87;11.694,56;11.769,85;11.447,20;916,85;0
04.03.2020;12.127,69;11.992,59;12.199,82;11.929,24;05.03.2020;11.944,72;12.191,41;12.207,77;11.844,88;402,85;0
03.03.2020;11.985,39;12.013,06;12.272,99;11.906,82;04.03.2020;12.127,69;11.992,59;12.199,82;11.929,24;182,97;0
02.03.2020;11.857,87;12.030,27;12.121,60;11.624,63;03.03.2020;11.985,39;12.013,06;12.272,99;11.906,82;-142,30;1
28.02.2020;11.890,35;11.891,87;12.008,59;11.724,12;02.03.2020;11.857,87;12.030,27;12.121,60;11.624,63;-127,52;1
27.02.2020;12.367,46;12.526,60;12.593,62;12.211,63;28.02.2020;11.890,35;11.891,87;12.008,59;11.724,12;32,48;0
26.02.2020;12.774,88;12.682,16;12.849,17;12.368,05;27.02.2020;12.367,46;12.526,60;12.593,62;12.211,63;477,11;0
25.02.2020;12.790,49;13.132,04;13.132,04;12.778,66;26.02.2020;12.774,88;12.682,16;12.849,17;12.368,05;407,42;0
24.02.2020;13.035,24;13.231,38;13.236,58;12.982,14;25.02.2020;12.790,49;13.132,04;13.132,04;12.778,66;15,61;0
21.02.2020;13.579,33;13.609,94;13.689,23;13.500,50;24.02.2020;13.035,24;13.231,38;13.236,58;12.982,14;244,75;0
20.02.2020;13.664,00;13.774,44;13.788,41;13.664,00;21.02.2020;13.579,33;13.609,94;13.689,23;13.500,50;544,09;0
19.02.2020;13.789,00;13.751,05;13.789,00;13.710,78;20.02.2020;13.664,00;13.774,44;13.788,41;13.664,00;84,67;0
18.02.2020;13.681,19;13.668,94;13.731,39;13.660,45;19.02.2020;13.789,00;13.751,05;13.789,00;13.710,78;125,00;0
17.02.2020;13.783,89;13.770,67;13.795,24;13.754,04;18.02.2020;13.681,19;13.668,94;13.731,39;13.660,45;-107,81;1
14.02.2020;13.744,21;13.756,47;13.788,51;13.728,12;17.02.2020;13.783,89;13.770,67;13.795,24;13.754,04;102,70;0
13.02.2020;13.745,43;13.695,93;13.745,43;13.576,96;14.02.2020;13.744,21;13.756,47;13.788,51;13.728,12;-39,68;1
12.02.2020;13.749,78;13.671,15;13.758,70;13.658,15;13.02.2020;13.745,43;13.695,93;13.745,43;13.576,96;1,22;0
11.02.2020;13.627,84;13.604,74;13.668,43;13.557,96;12.02.2020;13.749,78;13.671,15;13.758,70;13.658,15;4,35;0
10.02.2020;13.494,03;13.476,00;13.501,74;13.445,41;11.02.2020;13.627,84;13.604,74;13.668,43;13.557,96;-121,94;1
07.02.2020;13.513,81;13.530,77;13.551,03;13.463,98;10.02.2020;13.494,03;13.476,00;13.501,74;13.445,41;-133,81;1
